D,F(D),Sigma(D),F(Sigma(D))
86630,-436006,129945,-349376
86631,-140171,32487,-53540
86633,-491815,64975,-405182
86634,-699942,129951,-613308
86635,-91915,2031,-5280
86636,-660458,129954,-573822
86637,-272801,64978,-186164
86639,-312839,32490,-226200
86642,-219854,129963,-133212
86643,-224781,16246,-138138
86646,-1604597,129969,-1517951
86647,-184581,32493,-97934
86649,-171956,64987,-85307
86650,-571195,129975,-484545
86651,-134897,8124,-48246
86652,-693582,129978,-606930
86653,-616795,64990,-530142
86657,-1300265,64993,-1213608
86658,-1403155,129987,-1316497
86659,-117582,16249,-30923
86662,-501863,129993,-415201
86663,-210719,32499,-124056
86665,-261502,64999,-174837
86666,-695183,129999,-608517
86667,-111826,4063,-25159
86668,-526844,130002,-440176
86669,-707228,65002,-620559
86673,-274907,65005,-188234
86674,-302188,130011,-215514
86675,-228044,16252,-141369
86678,-496082,130017,-409404
86679,-163135,32505,-76456
86681,-221468,65011,-134787
86682,-323050,130023,-236368
86683,-130860,8127,-44177
86685,-893298,65014,-806613
86686,-477806,130029,-391120
86687,-756168,32508,-669481
86689,-233471,65017,-146782
86690,-380201,130035,-293511
86691,-652528,16255,-565837
86693,-966848,65020,-880155
86694,-857752,130041,-771058
86695,-818616,32511,-731921
86699,-89487,64,-2788
86700,-592394,130050,-505694
86701,-463257,65026,-376556
86703,-184907,32514,-98204
86705,-1613561,65029,-1526856
86706,-251570,130059,-164864
86707,-156060,16258,-69353
86710,-669697,130065,-582987
86711,-361847,32517,-275136
86713,-159822,65035,-73109
86714,-336569,130071,-249855
86715,-112065,8130,-25350
86716,-1158706,130074,-1071990
86718,-668318,130077,-581600
86719,-388370,32520,-301651
86721,-548874,65041,-462153
86722,-253081,130083,-166359
86723,-255914,16261,-169191
86724,-561024,130086,-474300
86725,-722317,65044,-635592
86726,-562593,130089,-475867
86727,-452551,32523,-365824
86729,-228062,65047,-141333
86730,-372388,130095,-285658
86731,-428672,4066,-341941
86732,-477021,130098,-390289
86733,-341845,65050,-255112
86737,-612145,65053,-525408
86738,-262943,130107,-176205
86739,-220764,16264,-134025
86742,-1561902,130113,-1475160
86743,-272446,32529,-185703
86745,-499210,65059,-412465
86746,-600867,130119,-514121
86747,-244078,8133,-157331
86748,-2085879,130122,-1999131
86749,-653231,65062,-566482
86751,-379116,32532,-292365
86753,-397471,65065,-310718
86755,-114214,16267,-27459
86756,-910756,130134,-824000
86757,-752197,65068,-665440
86758,-423076,130137,-336318
86759,-488116,32535,-401357
86761,-560307,65071,-473546
86763,-102277,2034,-15514
86764,-848382,130146,-761618
86765,-663702,65074,-576937
86767,-596091,32538,-509324
86769,-896447,65077,-809678
86770,-230405,130155,-143635
86775,-1032183,32541,-945408
86777,-197281,65083,-110504
86778,-375413,130167,-288635
86779,-176185,8136,-89406
86781,-545927,65086,-459146
86782,-1085331,130173,-998549
86785,-1155372,65089,-1068587
86786,-284797,130179,-198011
86787,-159833,16273,-73046
86788,-684547,130182,-597759
86789,-836723,65092,-749934
86790,-386643,130185,-299853
86791,-155518,32547,-68727
86793,-206376,65095,-119583
86794,-1439265,130191,-1352471
86795,-131432,4069,-44637
86796,-704381,130194,-617585
86797,-601146,65098,-514349
86799,-232581,32550,-145782
86801,-361796,65101,-274995
86802,-266728,130203,-179926
86803,-297650,16276,-210847
86806,-420853,130209,-334047
86807,-220859,32553,-134052
86809,-331051,65107,-244242
86810,-432783,130215,-345973
86811,-113213,8139,-26402
86813,-552568,65110,-465755
86814,-666039,130221,-579225
86815,-285125,32556,-198310
86817,-308430,65113,-221613
86818,-376598,130227,-289780
86819,-124627,16279,-37808
86821,-704695,65116,-617874
86822,-330154,130233,-243332
86823,-160752,32559,-73929
86825,-362906,65119,-276081
86826,-667648,130239,-580822
86827,-107253,1018,-20426
86828,-766664,130242,-679836
86829,-630195,65122,-543366
86831,-183947,32562,-97116
86833,-743416,65125,-656583
86834,-245771,130251,-158937
86835,-150120,16282,-63285
86841,-171380,65131,-84539
86842,-475965,130263,-389123
86843,-576475,8142,-489632
86844,-905540,130266,-818696
86845,-1053965,65134,-967120
86846,-984171,130269,-897325
86847,-1059188,32568,-972341
86850,-259433,130275,-172583
86851,-198639,16285,-111788
86852,-636529,130278,-549677
86854,-457678,130281,-370824
86855,-169026,32571,-82171
86857,-252388,65143,-165531
86858,-396927,130287,-310069
86859,-158473,4072,-71614
86860,-459131,130290,-372271
86861,-900877,65146,-814016
86863,-328717,32574,-241854
86865,-496124,65149,-409259
86866,-452408,130299,-365542
86867,-530418,16288,-443551
86871,-533617,32577,-446746
86873,-190716,65155,-103843
86874,-292523,130311,-205649
86875,-119088,8145,-32213
86876,-995262,130314,-908386
86877,-416637,65158,-329760
86878,-644441,130317,-557563
86879,-780548,32580,-693669
86881,-232617,65161,-145736
86882,-905914,130323,-819032
86883,-125972,16291,-39089
86884,-675783,130326,-588899
86885,-432128,65164,-345243
86886,-567084,130329,-480198
86887,-151432,32583,-64545
86889,-542765,65167,-455876
86890,-751507,130335,-664617
86891,-248642,2037,-161751
86892,-511209,130338,-424317
86893,-280417,65170,-193524
86895,-228745,32586,-141850
86898,-376959,130347,-290061
86899,-164562,16294,-77663
86903,-387559,32589,-300656
86905,-316381,65179,-229476
86906,-1160309,130359,-1073403
86907,-271586,8148,-184679
86909,-450067,65182,-363158
86913,-393548,65185,-306635
86914,-473133,130371,-386219
86915,-296111,16297,-209196
86916,-861969,130374,-775053
86918,-856580,130377,-769662
86919,-572094,32595,-485175
86921,-623027,65191,-536106
86922,-758171,130383,-671249
86923,-93722,4075,-6799
86924,-1084689,130386,-997765
86927,-1381081,32598,-1294154
86929,-314672,65197,-227743
86930,-264313,130395,-177383
86931,-189950,16300,-103019
86934,-434711,130401,-347777
86935,-170985,32601,-84050
86937,-205118,65203,-118181
86938,-307000,130407,-220062
86939,-138367,8151,-51428
86940,-800110,130410,-713170
86941,-842572,65206,-755631
86942,-494609,130413,-407667
86943,-576999,32604,-490056
86945,-241281,65209,-154336
86946,-370849,130419,-283903
86947,-156462,16303,-69515
86949,-550097,65212,-463148
86950,-362292,130425,-275342
86951,-215960,32607,-129009
86953,-368557,65215,-281604
86955,-93063,510,-6108
86956,-689049,130434,-602093
86957,-311431,65218,-224474
86959,-463241,32610,-376282
86961,-606647,65221,-519686
86962,-235024,130443,-148062
86963,-139232,16306,-52269
86966,-623037,130449,-536071
86967,-297288,32613,-210321
86969,-170198,65227,-83229
86971,-122300,8154,-35329
86977,-557243,65233,-470266
86978,-364648,130467,-277670
86979,-292157,16309,-205178
86980,-673500,130470,-586520
86981,-857380,65236,-770399
86983,-125200,32619,-38217
86985,-253328,65239,-166343
86986,-398080,130479,-311094
86987,-184994,4078,-98007
86988,-494409,130482,-407421
86989,-358834,65242,-271845
86993,-398224,65245,-311231
86994,-331294,130491,-244300
86995,-418282,16312,-331287
86999,-404672,32625,-317673
87001,-169320,65251,-82319
87002,-271277,130503,-184275
87003,-128534,8157,-41531
87004,-689267,130506,-602263
87005,-1223423,65254,-1136418
87006,-1403386,130509,-1316380
87007,-752194,32628,-665187
87009,-258290,65257,-171281
87010,-585943,130515,-498933
87011,-111410,16315,-24399
87012,-1076737,130518,-989725
87013,-637505,65260,-550492
87014,-352291,130521,-265277
87015,-169896,32631,-82881
87017,-242300,65263,-155283
87019,-131269,2040,-44250
87021,-256740,65266,-169719
87023,-329033,32634,-242010
87025,-1118080,65269,-1031055
87026,-259775,130539,-172749
87027,-269068,16318,-182041
87031,-259632,32637,-172601
87033,-224544,65275,-137511
87034,-693400,130551,-606366
87035,-1070703,8160,-983668
87036,-692567,130554,-605531
87037,-763119,65278,-676082
87041,-595093,65281,-508052
87042,-277616,130563,-190574
87043,-154484,16321,-67441
87044,-618827,130566,-531783
87045,-612530,65284,-525485
87046,-381963,130569,-294917
87047,-137459,32643,-50412
87049,-188467,65287,-101418
87050,-451508,130575,-364458
87052,-438917,130578,-351865
87053,-555926,65290,-468873
87055,-254089,32646,-167034
87057,-368229,65293,-281172
87059,-197480,16324,-110421
87062,-629534,130593,-542472
87065,-416498,65299,-329433
87066,-518530,130599,-431464
87067,-99389,8163,-12322
87070,-615472,130605,-528402
87073,-622268,65305,-535195
87074,-690637,130611,-603563
87075,-112153,16327,-25078
87078,-318286,130617,-231208
87079,-244140,32655,-157061
87081,-348743,65311,-261662
87082,-847774,130623,-760692
87083,-96542,1021,-9459
87084,-468345,130626,-381261
87085,-307363,65314,-220278
87087,-259845,32658,-172758
87089,-1004019,65317,-916930
87090,-329889,130635,-242799
87091,-233956,16330,-146865
87095,-446760,32661,-359665
87097,-160858,65323,-73761
87098,-421868,130647,-334770
87099,-128673,8166,-41574
87100,-776643,130650,-689543
87101,-910604,65326,-823503
87102,-970052,130653,-882950
87103,-573805,32664,-486702
87105,-494508,65329,-407403
87106,-263998,130659,-176892
87107,-151205,16333,-64098
87108,-980328,130662,-893220
87111,-130513,32667,-43402
87113,-361166,65335,-274053
87114,-506131,130671,-419017
87115,-175747,4084,-88632
87116,-421473,130674,-334357
87117,-398780,65338,-311663
87119,-306221,32670,-219102
87121,-1472455,65341,-1385334
87122,-338343,130683,-251221
87123,-1398428,16336,-1311305
87126,-601901,130689,-514775
87127,-169207,32673,-82080
87129,-202289,65347,-115160
87130,-304396,130695,-217266
87131,-112833,8169,-25702
87133,-397198,65350,-310065
87134,-916877,130701,-829743
87135,-605037,32676,-517902
87137,-264413,65353,-177276
87138,-364999,130707,-277861
87139,-165997,16339,-78858
87141,-406690,65356,-319549
87142,-580057,130713,-492915
87143,-191532,32679,-104389
87145,-609378,65359,-522233
87146,-818735,130719,-731589
87147,-95549,2043,-8402
87148,-620236,130722,-533088
87149,-355107,65362,-267958
87154,-224244,130731,-137090
87155,-217791,16342,-130636
87158,-919549,130737,-832391
87159,-197887,32685,-110728
87161,-364045,65371,-276884
87162,-754110,130743,-666948
87163,-326767,8172,-239604
87164,-628865,130746,-541701
87165,-587823,65374,-500658
87167,-525517,32688,-438350
87169,-449484,65377,-362315
87170,-588160,130755,-500990
87171,-120558,16345,-33387
87172,-1050544,130758,-963372
87173,-782971,65380,-695798
87174,-628455,130761,-541281
87175,-137675,32691,-50500
87177,-188758,65383,-101581
87179,-129440,4087,-42261
87180,-666570,130770,-579390
87181,-611152,65386,-523971
87183,-313083,32694,-225900
87185,-338885,65389,-251700
87186,-325543,130779,-238357
87187,-250961,16348,-163774
87190,-594979,130785,-507789
87191,-181052,32697,-93861
87193,-209712,65395,-122519
87194,-311894,130791,-224700
87195,-138526,8175,-51331
87196,-1022852,130794,-935656
87198,-490572,130797,-403374
87199,-290549,32700,-203350
87201,-241743,65401,-154542
87202,-724175,130803,-636973
87203,-301182,16351,-213979
87205,-582181,65404,-494976
87206,-507618,130809,-420412
87207,-377708,32703,-290501
87209,-1429320,65407,-1342111
87211,-115187,256,-27976
87212,-512411,130818,-425199
87213,-340424,65410,-253211
87215,-219276,32706,-132061
87217,-899657,65413,-812440
87218,-346026,130827,-258808
87219,-249952,16354,-162733
87223,-474430,32709,-387207
87225,-161878,65419,-74653
87226,-488883,130839,-401657
87227,-113839,8178,-26612
87228,-1251626,130842,-1164398
87231,-447267,32712,-360036
87233,-342863,65425,-255630
87234,-726606,130851,-639372
87235,-629749,16357,-542514
87236,-1036367,130854,-949131
87237,-917855,65428,-830618
87238,-588062,130857,-500824
87239,-137822,32715,-50583
87241,-201331,65431,-114090
87242,-346509,130863,-259267
87243,-113802,4090,-26559
87244,-439682,130866,-352438
87245,-303708,65434,-216463
87247,-828043,32718,-740796
87249,-550694,65437,-463445
87250,-532478,130875,-445228
87251,-490050,16360,-402799
87255,-224966,32721,-137711
87257,-188783,65443,-101526
87258,-291040,130887,-203782
87259,-243829,8181,-156570
87260,-665340,130890,-578080
87261,-343713,65446,-256452
87262,-930059,130893,-842797
87263,-621786,32724,-534523
87265,-434368,65449,-347103
87267,-131350,16363,-44083
87269,-527011,65452,-439742
87270,-369291,130905,-282021
87271,-330699,32727,-243428
87273,-403316,65455,-316043
87274,-549758,130911,-462484
87275,-223554,2046,-136279
87276,-1028357,130914,-941081
87277,-261404,65458,-174127
87279,-193394,32730,-106115
87281,-693071,65461,-605790
87282,-352438,130923,-265156
87283,-715421,16366,-628138
87287,-216137,32733,-128850
87289,-296963,65467,-209674
87290,-382050,130935,-294760
87291,-449318,8184,-362027
87292,-1497927,130938,-1410635
87293,-698402,65470,-611109
87294,-964276,130941,-876982
87297,-457403,65473,-370106
87298,-401297,130947,-313999
87299,-363355,16369,-276056
87300,-856873,130950,-769573
87301,-641981,65476,-554680
87302,-591503,130953,-504201
87303,-153517,32739,-66214
87305,-204675,65479,-117370
87306,-634802,130959,-547496
87307,-256909,4093,-169602
87308,-975025,130962,-887717
87309,-871181,65482,-783872
87311,-218355,32742,-131044
87313,-308657,65485,-221344
87314,-393003,130971,-305689
87315,-391444,16372,-304129
87318,-548037,130977,-460719
87319,-322028,32745,-234709
87321,-515998,65491,-428677
87322,-618330,130983,-531008
87323,-156907,8187,-69584
87325,-653095,65494,-565770
87326,-662769,130989,-575443
87327,-729635,32748,-642308
87329,-237920,65497,-150591
87330,-306490,130995,-219160
87331,-273506,16375,-186175
87332,-1033869,130998,-946537
87333,-864322,65500,-776989
87334,-480245,131001,-392911
87335,-309844,32751,-222509
87340,-633219,131010,-545879
87341,-751596,65506,-664255
87343,-229857,32754,-142514
87345,-1479792,65509,-1392447
87346,-381636,131019,-294290
87347,-285421,16378,-198074
87350,-603188,131025,-515838
87351,-877711,32757,-790360
87354,-976874,131031,-889520
87356,-548125,131034,-460769
87358,-619984,131037,-532626
87359,-1819550,32760,-1732191
87363,-677027,16381,-589664
87364,-647798,131046,-560434
87366,-937593,131049,-850227
87369,-857370,65527,-770001
87370,-1002761,131055,-915391
87373,-1151548,65530,-1064175
87375,-1139314,32766,-1051939
87377,-1319616,65533,-1232239
87382,-589233,131073,-501851
87383,-214741,32769,-127358
87385,-210255,65539,-122870
87386,-312662,131079,-225276
87387,-116552,8193,-29165
87388,-733094,131082,-645706
87389,-381542,65542,-294153
87390,-701836,131085,-614446
87391,-342827,32772,-255436
87393,-230750,65545,-143357
87394,-412112,131091,-324718
87395,-115474,16387,-28079
87396,-1104734,131094,-1017338
87397,-419338,65548,-331941
87398,-464088,131097,-376690
87399,-141084,32775,-53685
87401,-256601,65551,-169200
87402,-466573,131103,-379171
87403,-104124,2049,-16721
87404,-606028,131106,-518624
87405,-266823,65554,-179418
87407,-246192,32778,-158785
87410,-233197,131115,-145787
87411,-158325,16390,-70914
87415,-238394,32781,-150979
87417,-172262,65563,-84845
87418,-2078794,131127,-1991376
87419,-148656,8196,-61237
87420,-658929,131130,-571509
87421,-552937,65566,-465516
87425,-301094,65569,-213669
87426,-344383,131139,-256957
87427,-132708,16393,-45281
87428,-930609,131142,-843181
87430,-1820957,131145,-1733527
87431,-166002,32787,-78571
87433,-217235,65575,-129802
87434,-550513,131151,-463079
87435,-109589,4099,-22154
87436,-509136,131154,-421700
87439,-280715,32790,-193276
87441,-352129,65581,-264688
87442,-254701,131163,-167259
87443,-179900,16396,-92457
87446,-903025,131169,-815579
87447,-179029,32793,-91582
87449,-213363,65587,-125914
87450,-315845,131175,-228395
87451,-116011,8199,-28560
87452,-875606,131178,-788154
87454,-534825,131181,-447371
87455,-897281,32796,-809826
87457,-219531,65593,-132074
87458,-417140,131187,-329682
87459,-139215,16399,-51756
87461,-565014,65596,-477553
87462,-346257,131193,-258795
87463,-191750,32799,-104287
87465,-831232,65599,-743767
87467,-89125,513,-1658
87468,-1100652,131202,-1013184
87469,-816784,65602,-729315
87471,-735940,32802,-648469
87474,-243852,131211,-156378
87475,-147496,16402,-60021
87478,-1075523,131217,-988045
87479,-972687,32805,-885208
87481,-184822,65611,-97341
87482,-321530,131223,-234048
87483,-136642,8202,-49159
87484,-1093748,131226,-1006264
87486,-1926660,131229,-1839174
87487,-952491,32808,-865004
87490,-299093,131235,-211603
87491,-1136149,16405,-1048658
87492,-609763,131238,-522271
87494,-1627220,131241,-1539726
87495,-121451,32811,-33956
87497,-293046,65623,-205549
87498,-438650,131247,-351152
87499,-120376,4102,-32877
87500,-522580,131250,-435080
87501,-386207,65626,-298706
87505,-448534,65629,-361029
87506,-267537,131259,-180031
87507,-1107871,16408,-1020364
87510,-632804,131265,-545294
87511,-440724,32817,-353213
87513,-196344,65635,-108831
87514,-298901,131271,-211387
87515,-139686,8205,-52171
87516,-616582,131274,-529066
87517,-398166,65638,-310649
87518,-579188,131277,-491670
87519,-1768649,32820,-1681130
87521,-323723,65641,-236202
87522,-473215,131283,-385693
87523,-106233,16411,-18710
87526,-384665,131289,-297139
87527,-358526,32823,-270999
87529,-431356,65647,-343827
87531,-117991,2052,-30460
87533,-252418,65650,-164885
87535,-235028,32826,-147493
87537,-1290530,65653,-1202993
87538,-247253,131307,-159715
87539,-208503,16414,-120964
87543,-1508553,32829,-1421010
87545,-199695,65659,-112150
87546,-575438,131319,-487892
87547,-714360,8208,-626813
87548,-893213,131322,-805665
87553,-430155,65665,-342602
